,Fecha,Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Dólar Americano (US$),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Euro (E),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Yen  (¥),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Real Brasileño (R),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Libra Esterlina (£),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Peso Chileno ($),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Yuan Chino,Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Peso Colombiano ($),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Peso Mexicano ($),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Franco Suizo ($),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Dólar Canadiense (Can$)
129,Oct.2002,3.61499523809524,3.54670326283644,0.0291853901869404,0.950031884597345,5.62916775112543,0.00486986102771748,0.436751871220882,0.00127771148250434,0.358058580847579,2.41923831576304,2.29114208829836
130,Nov.2002,3.583275,3.5881550792857,0.0292392900856793,1.0021464928963,5.59563221262708,0.00505056520268366,0.432912213639011,0.00131132502305448,0.351191292927709,2.42654229024176,2.2802928580065
131,Dic.2002,3.5142380952381,3.57839051166667,0.0287411516556374,0.969413155561393,5.57435099097139,0.00500639375345551,0.424566412866861,0.00124920462630752,0.344593957290316,2.4372949490506,2.25370633594758
132,Ene.2003,3.49395454545455,3.71123087334709,0.0294463967090952,1.0164070123846,5.64679522497704,0.00483605711639706,0.422137821872744,0.00119943513403864,0.330359168196469,2.53851011018363,2.26730261251982
133,Feb.2003,3.48395,3.75324191525,0.0292100978175032,0.970471774715839,5.60715550262336,0.00467512513251298,0.420906193595465,0.00118025583869154,0.318996300908292,2.55789110451969,2.30366647932026
134,Mar.2003,3.47915952380952,3.75976202311791,0.0293509553918795,1.00959639915848,5.50656757274148,0.00468081950786988,0.420329473399224,0.00117578498342673,0.317943425645364,2.55480538680838,2.35729788659845
135,Abr.2003,3.464625,3.758286615,0.0289226052496078,1.11120465698066,5.45378343066728,0.00482370344587539,0.418578057853386,0.00118391306462594,0.325855404236109,2.51072518171212,2.3755039493171
136,May.2003,3.48114761904762,4.03179886480725,0.029686221325551,1.17807612104335,5.64910442375025,0.00494776374974789,0.420585414006872,0.00121763577376497,0.339604278681016,2.6556212097765,2.51438034488845
137,Jun.2003,3.4787619047619,4.05721374739228,0.0294151506322145,1.20689559751732,5.77637138808765,0.00490532996525833,0.420289052135829,0.00123057072277964,0.331459024969453,2.63329112368149,2.57253227982633
138,Jul.2003,3.47140476190476,3.94762112298136,0.0292472114919525,1.20576754494782,5.63988361180933,0.00495108646191169,0.419392593395459,0.0012142768546678,0.332401781211556,2.55053433885953,2.51274634829978
139,Ago.2003,3.4802619047619,3.87654772698414,0.029288558744951,1.15943029108902,5.54764865106944,0.00494516945132913,0.420473323671459,0.00121374727071691,0.324267137324429,2.51224403369756,2.49364948573203
140,Sep.2003,3.48086363636364,3.90613024008265,0.030218453306395,1.19126065583971,5.60453345199272,0.00515347571414728,0.420540433914651,0.00122562364896455,0.318599939258033,2.52470671083587,2.5534058390336
141,Oct.2003,3.47820454545454,4.06668650928855,0.0317413654779066,1.21585784788847,5.83004449456008,0.00538363419668851,0.420236438017507,0.00120930762533644,0.311376901942146,2.62793588867405,2.6313246722259
142,Nov.2003,3.47775,4.06964566125,0.0318486620081979,1.19387229660144,5.87338715125312,0.00556021871552592,0.42017492035071,0.00122260206857907,0.312902064870215,2.60990454177048,2.64955490867806
143,Dic.2003,3.47128571428571,4.26468938911566,0.032160741501042,1.1869856960783,6.07537272570438,0.00575764756059996,0.41938935777283,0.00123593179676576,0.308205321390203,2.74071951923771,2.64411760043121
144,Ene.2004,3.46716666666667,4.37320335793651,0.032551887737219,1.21610877927301,6.3156520577556,0.00604415080305883,0.418892214037551,0.0012610669506112,0.317192398238616,2.79222905861762,2.67530356458512
145,Feb.2004,3.4835,4.4053908575,0.0326940559043485,1.18910625967169,6.50404227114024,0.00596173264191953,0.420858946106858,0.00128166779067847,0.316313744006974,2.79866634530409,2.62122261016133
146,Mar.2004,3.4650847826087,4.24876643574668,0.0319000902811107,1.19294131911129,6.3326232366108,0.00573775029823765,0.418633606408102,0.00129739627199315,0.315053533478387,2.71388219189278,2.60855028784644
147,Abr.2004,3.46965,4.158514311,0.0323497549608505,1.19429571610758,6.25398799545774,0.00570487840970749,0.419195787805126,0.00131607983701055,0.308317412360599,2.67229162494801,2.58456095105586
148,May.2004,3.4872380952381,4.18720981043084,0.0309916774785437,1.12505377004855,6.22709968614506,0.0054851486335065,0.4213131090154,0.00128234155511931,0.302924634094988,2.71663687833078,2.53005502710761
